,question,answer,category,table_id
775,How old was Derrell Palmer when he was inducted into the TCU Hall of Fame in 1978?,56,nfl,546
776,How many years did Derrell Palmer play for the Cleveland Browns?,4,nfl,546
777,How old was Derrell Palmer when he entered the NFL draft?,21,nfl,546
778,What year did Derrell Palmer last play a professional sport?,1953,nfl,546
779,What was the last award or honor given to Derrell Palmer?,TCU Hall of Fame,nfl,546
780,What pro team did Derrell Palmer spend the most time with?,Cleveland Browns,nfl,546
781,How many total years did Derrell Palmer play in the NFL?,7,nfl,546
782,How many years ago did Derrell Palmer die?,13,nfl,546
783,How many years longer was Derrick Brooks a player for the Tampa Bay Buccaneers than an executive for the Tampa Bay Storm?,7,nfl,547
784,How many Pro Bowl awards did Derrick Brooks win before 2007?,10,nfl,547
785,How old was Derrick Brooks when he won NFL Defensive Player of the Year in 2002?,29,nfl,547
786,Which team did Derrick Brooks play for in 2000?,Tampa Bay Buccaneers,nfl,547
787,What college did Derrick Brooks go to in 1993?,Florida State,nfl,547
788,What state did Brooks play his entire collegiate and professional career in?,Florida,nfl,547
789,What year was the most illustrious of Brooks's career?,2002,nfl,547
790,How old was Derick Brooks when he was drafted?,22,nfl,547
791,For how many seasons did Brooks play for Tampa Bay?,14,nfl,547
792,What was the last year that Derrick Summers made the Second Team All-Arena?,2018,nfl,551
793,How old was Derrick Summers when he played for the Jacksonville Sharks in 2011?,23,nfl,551
794,What was the first team that Derrick Summers played for?,Sharks,nfl,551
795,How many professional teams did Summers play for?,8,nfl,551
796,How many years was Derrick Summers's playing career?,8,nfl,551
797,How many Ohio teams did Derrick Summers play for at the collegiate and professional level?,3,nfl,551
798,How many years did Derrick Summers play for the Jacksonville Sharks?,3,nfl,551
799,What was the last team that Derrick Summers played for?,Destroyers,nfl,551
800,Which team was Summers longest tenured with?,Jacksonville Sharks,nfl,551
801,How old was Emmitt Smith when he graduated from college?,20,rugby,558
802,Which team did Emmitt Smith play for when he won the NFL Most Valuable Player Award?,Dallas Cowboys,rugby,558
803,How old was Emmitt Smith when he last played in the Pro Bowl?,30,rugby,558
804,How many years did Emmitt Smith play for the Dallas Cowboys?,12,rugby,558
805,Who did Emmitt Smith play for in 2003?,Arizona Cardinals,rugby,558
806,How old was Emmitt Smith when he began playing for the Dallas Cowboys?,21,rugby,558
807,What college did Emmitt Smith go to in 1988?,Florida,rugby,558
808,How old was Emmitt Smith when he received the NFL Most Valuable Player Award in 1993?,24,rugby,558
809,Over how many years did Emmitt Smith play for the Dallas Cowboys?,13,rugby,558
810,How many years before Jeelani died did his NBA career end?,27,ice hockey,561
811,What year was Abdul Jeelani's last year in college?,1976,ice hockey,561
812,How long in years did Abdul Jeelani's playing career last?,13,ice hockey,561
813,Where did Abdul Jeelani attend college in 1972?,Wisconsin–Parkside,ice hockey,561
814,What team did Abdul Jeelani play for in 1976?,Lazio,ice hockey,561
815,For how many years did Abdul Jeelani play professional basketball?,13,ice hockey,561
816,How old was Jeelani when he first played for the Dallas Mavericks?,26,ice hockey,561
817,What year did Abdul Jeelani start attending college?,1972,ice hockey,561
818,How much longer in years was Jeelani's NBA career than his college career?,9,ice hockey,561
819,Which team did Belus Smawley coach in 1955?,Pembroke State,basketball,566
820,Where did Belus Smawley study in college in 1942?,Appalachian State,basketball,566
821,How old was Belus Smawley when he attended Appalachian State in 1939?,21,basketball,566
822,How long in years was Belus Smawley's playing career?,6,basketball,566
823,Which team was Smawley coaching the year he won North State Conference Coach of the Year?,Appalachian State,basketball,566
824,How old was Smawley when he started playing for the St. Louis Bombers?,28,basketball,566
825,How many years longer did Smawley coach Pembroke State than he played for the Baltimore Bullets?,3,basketball,566
826,How long in years did Belus Smawley's coaching career last?,5,basketball,566
827,How many years was Belus Smawley's career active since 1946?,6,basketball,566
828,What year did Bill Hewitt play for the Chicago Bulls?,1974,basketball,568
829,How long in years was Bill Hewitt's playing career?,6,basketball,568
830,How long in years did Bill Hewitt play for the Lakers?,1,basketball,568
831,How old was Hewitt when he played for the Chicago Bulls?,30,basketball,568
832,What team did Hewitt begin to play for the year he was on the NBA All-Rookie First Team?,Los Angeles Lakers,basketball,568
833,How many years longer did Hewitt's NBA career last than his college career?,2,basketball,568
834,How many years was Bill Hewitt in an active career?,6,basketball,568
835,Which college did Bill Hewitt attend in 1965?,Mt. SAC,basketball,568
836,Which team did Bill Hewitt play for in 1970?,Detroit Pistons,basketball,568
837,How old was Bill Hosket when he received the NBA champion award in 1970?,24,basketball,569
838,How many years longer was Hosket's NBA career than his college career?,1,basketball,569
839,How many years did Bill Hosket play in his career?,4,basketball,569
840,What year did Bill Hosket win a gold medal at the Olympic Games?,1968,basketball,569
841,What team did Bill Hosket play for in 1968?,New York Knicks,basketball,569
842,For what NBA team did Hosket play the year he won a gold medal at the Olympics?,New York Knicks,basketball,569
843,How many years did Bill Hosket play for the Buffalo Braves?,2,basketball,569
844,Which college did Bill Hosket attend in 1966?,Ohio State,basketball,569
845,How many years after entering the NBA draft did Hosket play for the Buffalo Braves?,2,basketball,569
846,What was the college that Janice Lawrence Braxton attended in 1983?,Louisiana Tech,ice hockey,577
847,How old was Janice Lawrence Braxton when she played in the Olympic Games?,22,ice hockey,577
848,How many gold medals has Janice Lawrence Braxton won since 1983?,3,ice hockey,577
849,Where did Janice Lawrence Braxton play college basketball in 1980?,Louisiana Tech,ice hockey,577
850,How old was Janice Lawrence Braxton when she entered the WNBA Draft?,35,ice hockey,577
851,How old was Braxton when she won a silver medal in Rio de Janeiro?,21,ice hockey,577
852,In what city did Braxton win a gold medal the same year she won gold in the Olympics?,Taipei,ice hockey,577
853,How many years after winning a gold medal at the Olympic Games did Braxton play for the Cleveland Rockers?,13,ice hockey,577
854,What year did Janice Lawrence Braxton win a gold medal in the Olympics?,1984,ice hockey,577
855,What year did Marcos Leite win gold in the FIBA AmeriCup games?,1984,ice hockey,579
856,How many years did Marcos Leite's playing career last?,22,ice hockey,579
857,What college did Marcos Leite play for in 1973?,Pepperdine,ice hockey,579
858,What team did Marcos Leite play for when he won the Brazilian championship in 1983?,E.C. Sírio,ice hockey,579
859,In what city did Leite win a bronze medal the same year he became FIBA Intercontinental Cup champion?,San Juan,ice hockey,579
860,How many different times did Marcos Leite play for E.C. Sírio?,3,ice hockey,579
861,What professional team did Leite play for the year he won his first gold medal at the FIBA South American Championship?,Fluminense,ice hockey,579
862,In what place did Marcos Leite first win a bronze medal?,Mexico City,ice hockey,579
863,How many years longer was Leite's playing career than his college career?,9,ice hockey,579
864,What professional team did Antiga play for when he won silver at the FIVB World League in Moscow?,CV Pòrtol,volleyball,588
865,What year did Stéphane Antiga win a silver medal in Moscow?,2006,volleyball,588
866,How old was Stéphane Antiga when he won the FIVB World Championship?,38,volleyball,588
867,How many years were between the time Antiga first played professionally and when he began coaching?,20,volleyball,588
868,How old was Antiga when he first played for Paris Volley?,22,volleyball,588
869,Which country did Stéphane Antiga lead to gold in 2014?,Poland,volleyball,588
870,How many national teams has Stéphane Antiga coached?,2,volleyball,588
871,In which year did Stéphane Antiga win gold at the World Championships?,2014,volleyball,588
872,How old was Stéphane Antiga the year he medaled in Argentina?,26,volleyball,588
873,How long after 20th Century Studios was founded was it owned by Walt Disney?,84,company,592
874,How much longer was 20th Century Studios owned by News Corporation than by 21st Century Fox?,12,company,592
875,"Who was the second owner of 20th Century Studios, Inc.?",News Corporation,company,592
876,How many employees did 20th Century Studios have the year before Walt Disney became its parent company?,2300,company,592
877,"Who is the most recent owner of 20th Century Studios, Inc.?",The Walt Disney Company,company,592
878,"Who became the parent company of 20th Century Studios, Inc. in 2019?",Walt Disney Studios,company,592
879,"How many employees did 20th Century Studios, Inc. have in 2018?",2300,company,592
880,"How many years has 20th Century Studios, Inc. been in existence?",87,company,592
881,"What year did the most recent owner of 20th Century Studios, Inc. acquire the company?",2019,company,592
882,How many years has 888 Holdings PLC been in existence?,25,company,595
883,What was the 2021 operating income for 888 Holdings PLC in dollars?,87 million,company,595
884,How many employees did 888 Holdings PLC report in 2022?,1350,company,595
885,"As of the first month of 2022, how many people were employed by AT&T?","203,000",company,597
886,For how many years was AT&T known as Southwestern Bell Corporation?,12,company,597
887,How long in years has the current AT&T logo been in use?,6,company,597
888,"In 2021, what was the total revenue for AT&T Inc. in dollars?",168.86 billion,company,597
889,How many years ago was AT&T Inc. founded?,39,company,597
890,How long in years had AT&T been known by a different name?,22,company,597
891,What was AT&T Inc. known as prior to 1995?,Southwestern Bell Corporation,company,597
892,What was AT&T known as when September 11th happened?,SBC Communications Inc.,company,597
893,Were there more or fewer employees at AT&T in 2022 compared to 2021?,fewer,company,597
894,"What type of industry is Ambassadors Group, Inc. in?",Educational travel,website,600
895,"How many dollars of total equity did Ambassadors Group have in 2009?",91.0 million,website,600
896,What was the 2009 revenue of Ambassadors Group in dollars?,98.6 million,website,600
897,In what year was Ambassadors Group founded?,1967,website,600
898,How many dollars of operating income did Ambassadors Group have in 2009?,32.2 million,website,600
899,"Which year was Ambassadors Group, Inc. founded?",1967,website,600
900,"Where was Ambassadors Group, Inc founded?","Spokane, Washington",website,600
901,"What is the revenue of Ambassadors Group in dollars?",98.6 million,website,600
902,"In what city was Ambassadors Group, Inc founded?",Spokane,website,600
903,How many students were there at the University of Cambridge during the year 2020?,"24,450",university,606
904,"Which is greater, the age of the University of Cambridge or its total acreage?",age,university,606
905,What year was the University of Cambridge established?,1209,university,606
906,How many academic staff were there at the University of Cambridge in 2020?,6170,university,606
907,How many years ago was the University of Cambridge founded?,813,university,606
908,What was the original name of the University of Cambridge in 1209?,"The Chancellor, Masters and Scholars of the University of Cambridge",university,606
909,What year was the University of Cambridge founded?,1209,university,606
910,What was the total student count for the University of Cambridge in 2020?,"24,450",university,606
911,What is the total number of undergraduates and postgraduates at the University of Cambridge?,"24,450",university,606
912,Who was the Vice Chancellor of the University of Cambridge?,Stephen J. Toope,university,606
913,What year was the University of Cambridge established?,1209,university,606
914,How many academic affiliations does the University of Cambridge have?,7,university,606
915,How many more academic affiliations than sporting affiliations does Yale University have?,1,university,611
916,How many languages are Yale University's mottos in?,2,university,611
917,How many years was Yale University known as Collegiate School?,17,university,611
918,How many students studied at Yale University in 2020?,12060,university,611
919,How many years ago was Yale University named Collegiate School?,304,university,611
920,What is the total number of Yale University's academic staff and students?,16929,university,611
921,For how many years was Yale University named Collegiate School?,17,university,611
922,What was the name of Yale University in 1701?,Collegiate School,university,611
923,How long in years has Yale University been in existence?,321,university,611
924,Can more people attend basketball games or concerts at the Carrier Dome?,concerts,stadium,621
925,How many years passed between the groundbreaking and the opening of the Carrier Dome?,2,stadium,621
926,In what decade was the capacity of the Carrier Dome the greatest?,1980s,stadium,621
927,How many more undergraduates than postgraduates does Jacobs University Bremen have?,898,university,624
928,How many years ago was Jacobs University Bremen established?,21,university,624
929,"Which is greater, the number of Jacobs University Bremen's postgraduates or doctoral students?",doctoral students,university,624
930,How many more doctoral students than postgraduates does Jacobs University have?,41,university,624
931,How many professors does Jacobs University have?,62,university,624
932,In what year was Jacobs University founded?,2001,university,624
933,How many undergraduates and postgraduates studied at Jacobs University Bremen in 2020?,1286,university,624
934,"Which is greater, the number of Jacobs University Bremen's professors or doctoral students?",doctoral students,university,624
935,"How many academic staff members, excluding professors, worked at Jacobs University Bremen in 2020?",188,university,624
936,How many years did it take for the NYSE to go from a US$20.161 trillion volume to a US$26.2 trillion market cap?,10,monument,626
937,How many years after NYSE's founding was its volume US$20.161 trillion?,219,monument,626
938,How many years after NYSE's founding did its market cap reach $26.2 trillion?,229,monument,626
939,What was the opening date of the New York Stock Exchange?,"May 17, 1792",monument,626
940,What year was the New York Stock Exchange founded?,1792,monument,626
941,What was the 2021 market cap of the New York Stock Exchange in dollars?,26.2 trillion,monument,626
942,What is the market cap and volume difference between 2011 and 2021 in dollars?,6.039 trillion,monument,626
943,How many years ago was the New York Stock Exchange founded?,229,monument,626
944,In what year was the NYSE founded?,1792,monument,626
945,Who was the chairman of the New York Stock Exchange in 2022?,Jeffrey Sprecher,monument,626
946,How many listings does the NYSE have?,2400,monument,626
947,What currency does the NYSE trade in?,US dollar,monument,626
948,Was the stadium called Tractor Stadium or Dzerzhinets Stadium for a longer period?,Dzerzhinets Stadium,stadium,627
949,How many years was the stadium called Tractor Stadium?,14,stadium,627
950,What is the capacity of OSC Metalist Stadium?,41307,stadium,627
951,How many name changes has OSC Metalist Stadium had?,2,stadium,627
952,When did OSC Metalist Stadium first open?,1926,stadium,627
953,How many years after breaking ground did OSC Metalist Stadium open?,1,stadium,627
954,How many years after opening was OSC Metalist renovated?,83,stadium,627
955,What was the name of OSC Metalist 25 years after its opening?,Dzerzhinets Stadium,stadium,627
956,How many years after opening was the stadium renovated?,83,stadium,627
957,On what date did the second Launch Pad become operational?,"May 5, 2005",launchpad,628
958,How many launches has the Satish Dhawan Space Centre (SDSC) completed?,83,launchpad,628
959,How many years after the first launch at the Satish Dhawan Space Centre did the first launch from its second launch pad occur?,26,launchpad,628
960,In what year did the first launch occur at the Satish Dhawan Space Centre?,1979,launchpad,628
961,How many launch pads are at the Satish Dhawan Space Centre?,3,launchpad,628
962,Who is the chairman of the Satish Dhawan Space Centre?,Shri A Rajarajan,launchpad,628
963,Which year was the Satish Dhawan Space Centre named?,2002,launchpad,628
964,Where is the Satish Dhawan Space Centre located?,Sriharikota,launchpad,628
965,How many Launch Pads are there?,3,launchpad,628
966,Which year was the last launch?,2021,launchpad,629
967,How many proton launches were there?,232,launchpad,629
968,Which year was the first launch?,1977,launchpad,629
969,What year did the first launch from Site 200 occur?,1980,launchpad,629
970,How many launches occurred at Site 200/40 in total?,63,launchpad,629
971,How many launch pads are at Site 200?,2,launchpad,629
972,"What is the time difference in years between the first and last launch at site 200/39, rounded to the nearest year?",42,launchpad,629
973,"What is the time difference in years between the first and last launch at site 200/40, rounded to the nearest year?",14,launchpad,629
974,Which site had multiple associated rockets?,200/39,launchpad,629
975,What are the products of West Stanley Pit?,coal,event,634
976,How many deaths occurred in the 1909 disaster?,168,event,634
977,How many fathoms is the depth of West Stanley Pit?,163,event,634
978,What county is West Stanley Pit located?,Durham,event,634
979,How many deaths occurred in the 1882 disaster?,13,event,634
980,What month did the inquest occur?,April,event,634
981,What is the depth of the disaster in fathoms?,163,event,634
982,In which country is West Stanley Pit located?,United Kingdom,event,634
983,What is the total number of deaths in the West Stanley Pit?,181,event,634
984,In what year did Blaze Riorden last win a medal at the World Indoor Lacrosse Championship?,2019,lacrosse,642
985,How many years apart were the medals that Blaze Riorden won at the World Indoor Lacrosse Championship?,4,lacrosse,642
986,In what year was Blaze Riorden last named an All-Star in the PLL?,2021,lacrosse,642
987,How many times has Blaze Riorden won the Oren Lyons Goalie of the Year award since 2019?,3,lacrosse,642
988,Which team did Blaze Riorden play for in 2016?,Albany,lacrosse,642
989,How many titles did Blaze Riorden earn between 2016 and 2021?,9,lacrosse,642
990,How old was Blaze Riorden when he won the America East Defensive Player of the Year in 2016?,2,lacrosse,642
991,What league was Blaze Riorden playing in when he won the World Indoor Lacrosse Championship in Langley?,PLL,lacrosse,642
992,Where did Blaze Riorden compete in the World Lacrosse Championship when he won his second First Team All-America East?,Onondaga,lacrosse,642
993,How many years ago did Brandon Miller's career start?,21,lacrosse,644
994,How many times has Brandon Miller been awarded the Harry Lumley Trophy since 2008?,2,lacrosse,644
995,What was the first year that Brandon Miller was the Mann Cup Champion?,2002,lacrosse,644
996,How long in years was it between the first and the last time Brandon Miller won the Harry Lumley Trophy?,12,lacrosse,644
997,How old was Brandon Miller when he won the NLL All-Star award in 2007?,28,lacrosse,644
998,What years did Brandon Miller win more than one award?,"2007, 2008, 2013, 2014",lacrosse,644
999,What was the last year that Brandon Miller was the Mann Cup Champion?,2014,lacrosse,644
1000,What year did Brandon Miller first win the Harry Lumley Trophy?,2002,lacrosse,644
1001,At what age did Brandon Miller earn a spot on the 2nd Team All-Pro?,34,lacrosse,644
1002,In what year did Dylon Molloy start his career?,2017,lacrosse,655
1003,Which team is Dylon Molloy currently playing for?,Chrome,lacrosse,655
1004,How long in years has Dylan Molloy been playing professionally?,5,lacrosse,655
1005,How many years after winning the USILA Player of the Year did Dylan Molloy become a pro?,1,lacrosse,655
1006,What team did Dylan Molloy play for before joining the Buffalo Bandits?,Brown,lacrosse,655
1007,How many teams did Dylan Molloy play for after graduating from Brown?,4,lacrosse,655
1008,How many awards did Dylan Molloy earn the year before he graduated from Brown?,2,lacrosse,655
1009,What award did Dylon Molloy receive in 2016?,Tewarraton Award,lacrosse,655
1010,How many years ago was Dylan Molloy the USILA Player of the Year?,6,lacrosse,655
1011,What was the first year Frank Urso became an NCAA D-I Champion?,1973,lacrosse,656
1012,What was the most recent year Frank Urso was on the All-American team?,1976,lacrosse,656
1013,How many times did Frank Urso win the NCAA D-I Championship starting from 1973?,2,lacrosse,656
1014,Which country did Frank Urso represent at the World Lacrosse Championship in 1974?,United States,lacrosse,656
1015,How many years before Frank Urso began his pro career was he inducted into the U.S. Lacrosse Hall of Fame?,6,lacrosse,656
1016,What years did Frank Urso earn more than one title?,"1974, 1975, 1976",lacrosse,656
1017,How many years after winning his first NCAA D-1 Championship did Frank Urso compete in the World Lacrosse Championship?,1,lacrosse,656
1018,How many years ago was Frank Urso awarded Division I Player of the Year?,47,lacrosse,656
1019,What was the last year Frank Urso was named Midfielder of the Year?,1976,lacrosse,656
1020,"Between 2011 and 2013, in which two cities did swimmer Alicia Coutts compete in the World Championships?",Shanghai and Barcelona,swimming,665
1021,What year did Alicia Coutts win Olympic gold?,2012,swimming,665
1022,How old was Alicia Coutts when she won her gold medal in the 2012 Olympics?,25,swimming,665
1023,Which event did Alicia Coutts win gold at the 2012 London Olympics?,4×100 m freestyle,swimming,665
1024,Which country did Alicia Coutts represent at the 2012 Olympic Games?,Australia,swimming,665
1025,How old was Alicia Coutts when she won her first gold medal at the Pan Pacific Championships in 2014?,27,swimming,665
1026,How many gold medals did Alicia Coutts win at the 2012 Olympic Games?,1,swimming,665
1027,"In 2010, how many gold medals did swimmer Alicia Coutts win at the Commonwealth Games?",5,swimming,665
1028,How many Pan Pacific Championships did swimmer Alicia Coutts compete in between 2010 and 2014?,2,swimming,665
1029,How old was Carolijn Brouwer when she first competed in the ISAF World Youth Championships?,18,sailor,668
1030,Which country has Carolijn Brouwer been representing since 1991?,Netherlands,sailor,668
1031,What countries has Carolijn Brouwer represented in World Championship competition?,Netherlands and Belgium,sailor,668
1032,What was the last year that Carolijn Brouwer won a gold medal in the World Championships?,1998,sailor,668
1033,How old was Carolijn Brouwer when she won her last gold medal in the World Championships?,25,sailor,668
1034,What year did Carolijn Brouwer win a silver medal representing Belgium at the World Championships?,2007,sailor,668
1035,How many gold medals did Carolijn Brouwer win in World Championships from 1996 to 1998?,2,sailor,668
1036,How old was Carolijn Brouwer when she won her first gold medal at the ISAF World Youth Championships in 1991?,18,sailor,668
1037,How many years were there between Carolijn Brouwer competing for the Netherlands and Belgium?,6,sailor,668
1038,Which year did Charlotte Atkinson win the most medals combined?,2015,swimming,669
1039,In how many different events did Charlotte Atkinson win silver medals?,6,swimming,669
1040,What year did Charlotte Atkinson win the most gold medals?,2015,swimming,669
1041,Where were the 2018 European Championship games held in which Charlotte Atkinson won a gold medal?,Glasgow,swimming,669
1042,What year did Charlotte Atkinson win her first bronze medal in the Island Games?,2011,swimming,669
1043,How old was Charlotte Atkinson when she won the gold medal in the European Championships?,22,swimming,669
1044,How many years after winning a bronze medal in the Isle of Wight 200 m medley did Atkinson win a gold medal at the 2018 Glasgow 4×100 m mixed medley?,7,swimming,669
1045,In what year did Atkinson win the most gold medals?,2015,swimming,669
1046,How old was Atkinson when she won her first gold medal?,15,swimming,669
1047,How many bronze medals has Claire Leroy won in World Championships since 2004?,3,sailor,671
1048,How old was Claire Leroy when she won her first gold medal at the 2007 World Championships?,27,sailor,671
1049,Which country did Claire Leroy represent in the 2004 World Championships?,France,sailor,671
1050,Where did Claire Leroy win her most recent bronze medal at the 2011 World Championships?,Perth,sailor,671
1051,How old was Claire Leroy when she won gold at the 2007 World Championships?,27,sailor,671
1052,How many years apart were Claire Leroy's gold medal wins at the World Championships?,1,sailor,671
1053,What year did Claire Leroy win her most recent World Championships medal?,2011,sailor,671
1054,How many years did it take for Claire Leroy to win a gold medal after her first bronze medal?,3,sailor,671
1055,How old was Claire Leroy when she won her first World Championships medal?,27,sailor,671
1056,Which country did Heiko Kroeger represent in the 2012 Paralympic Games?,Germany,sailor,677
1057,How many World Championships gold titles does Heiko Kroeger have?,8,sailor,677
1058,What year did Heiko Kroeger win a gold medal at the Olympics in Sydney?,2000,sailor,677
1059,What is the size of the boat in meters used in the World Championship titles?,2.4,sailor,677
1060,How old was Heiko Kroeger when he won a gold medal at the 2000 Olympics?,34,sailor,677
1061,How many World Championships silver titles does Heiko Kroeger have?,6,sailor,677
1062,How many gold medals has Heiko Kroeger won in World Championships sailing since 2001?,8,sailor,677
1063,How old was Heiko Kroeger when he won his first gold medal at the 2000 Paralympic Games?,34,sailor,677
1064,How many years passed before Heiko Kroeger won another medal after his 2000 Olympics gold?,12,sailor,677
1065,What year was Marina Alabau's most recent appearance in the European Championships?,2012,sailor,688
1066,What year did Marina Alabau first compete in the World Championships for Women's sailboarding?,2006,sailor,688
1067,Which year did Marina Alabau win a gold medal in the Olympic Games?,2012,sailor,688
1068,How old was Marina Alabau when she won the gold medal at the 2012 Olympics?,27,sailor,688
1069,How many times has Marina Alabau won gold in Women's sailboarding throughout her career?,7,sailor,688
1070,What event did Marina Alabau win the gold medal at the 2012 London Olympics?,RS:X,sailor,688
1071,How many gold medals has Marina Alabau won in the European Championships from 2007 to 2012?,5,sailor,688
1072,How old was Marina Alabau when she competed in the 2012 Olympic Games?,27,sailor,688
1073,Which country has Marina Alabau represented since 2007?,Spain,sailor,688
1074,"How many years ago was ""Catch 22"" published?",61,book,702
1075,Who was the publisher of Catch-22?,Simon and Schuster,book,702
1076,What year was the follow-up to Catch-22 published?,1994,book,702
1077,What year was the book Catch-22 first published?,1961,book,702
1078,How many years ago was Catch-22 published?,61,book,702
1079,Who was the author of Catch-22?,Joseph Heller,book,702
1080,What year was the first edition hardback of Catch-22 released?,1961,book,702
1081,On what date was Catch-22 published?,"November 10, 1961",book,702
1082,What year was Catch-22 first printed?,1961,book,702
1083,How long in years was it between Aruna Quadri achieving his highest rank and his silver medal at the Commonwealth Games?,4,tabletennis,710
1084,What year did Aruna Quadri achieve his highest ranking?,2022,tabletennis,710
1085,How old was Aruna Quadri when he reached number 10?,33,tabletennis,710
1086,How many months ago did Aruna Quadri achieve his highest ranking?,7,tabletennis,710
1087,How old was Aruna Quadri when he won the silver medal in the 2018 Gold Coast Commonwealth Games?,30,tabletennis,710
1088,How old was Quadri when he won the silver at the Commonwealth Games?,30,tabletennis,710
1089,How many months are between Quadri's current rank and his highest rank?,1,tabletennis,710
1090,What year did Aruna Quadri win a silver medal at the Commonwealth Games?,2018,tabletennis,710
1091,How many gold medals has Aruna Quadri won?,0,tabletennis,710
1092,Who was the architect of Valderøy Church in 1961?,Øyvind Grimnes,church,714
1093,In which country is Valderøy Church located?,Norway,church,714
1094,In which year was Valderøy Church founded?,1961,church,714
1095,What materials were used to build Valderøy Church?,Stone/brick,church,714
1096,In what year was Valderøy Church founded?,1961,church,714
1097,On what date was Valderøy Church consecrated?,"July 29, 1961",church,714
1098,What is the capacity of Valderøy Church?,530,church,714
1099,How many years ago was Valderøy Church consecrated?,61,church,714
1100,What was the seating capacity of Valderøy Church in 2022?,530,church,714
1101,How long in years was Valen Chapel in operation after its completion?,166,church,715
1102,How many years after its completion was Valen Chapel consecrated?,242,church,715
1103,How long in years has the church been open in total?,239,church,715
1104,How old was the church when it was consecrated?,242,church,715
1105,What is the capacity of Valen Kapell Church?,50,church,715
1106,In what century was Valen Kapell founded?,13,church,715
1107,How old was the church when it initially closed?,166,church,715
1108,What was the first year Valen Kapell was closed?,1873,church,715
1109,How many years did the consecration of Valen Chapel take after it was closed?,76,church,715
1110,What denomination is the church based on?,Church of England,church,719
1111,What materials were used to build the church?,"brick, stone",church,719
1112,In which country is All Hallows Twickenham located?,United Kingdom,church,719
1113,How many days after the groundbreaking on 11 July 1939 was the construction of All Hallows Twickenham completed?,487,church,719
1114,What is the length of All Hallows Twickenham in meters?,35,church,719
1115,What is the former name?,St Martin's Mission Twickenham,church,719
1116,How many years ago was All Hallows Twickenham designated as Grade I?,70,church,719
1117,Where is All Hallows Twickenham located?,United Kingdom,church,719
1118,Who were the architects who constructed All Hallows Twickenham in 1940?,"Robert Atkinson, Christopher Wren",church,719
1119,What year was the Palace of Westminster built?,1016,monument,726
1120,What year did the Palace of Westminster become a World Historical Site?,1987,monument,726
1121,How many years did it take to rebuild the Palace of Westminster?,36,monument,726
1122,How many years after its demolition did the rebuilding of the Palace of Westminster begin?,6,monument,726
1123,How many years did it take to rebuild the Palace of Westminster?,36,monument,726
1124,How many years did it take to rebuild the Palace of Westminster?,36,monument,726
1125,How many years old is the Palace of Westminster?,1006,monument,726
1126,What is the official name of the Palace of Westminster listed as in the UNESCO World Heritage Site in 2008?,"Palace of Westminster, Westminster Abbey, and St Margaret's Church",monument,726
1127,How many years after it was built did the Palace of Westminster catch on fire?,818,monument,726
1128,How old was Timoshenko when he began skating?,5,figure skating,735
1129,How many years after Timoshenko began skating did he win his first gold medal?,14,figure skating,735
1130,How many personal best scores did Timoshenko achieve a year before he retired?,3,figure skating,735
1131,What was Daria Timoshenko's nationality in 1987?,Russian,figure skating,735
1132,For which country did Daria Timoshenko skate the shortest period of time?,Azerbaijan,figure skating,735
1133,How many years did Daria Timoshenko skate for Azerbaijan?,6,figure skating,735
1134,How old was Daria Timoshenko when she began skating?,5,figure skating,735
1135,How many years did Daria Timoshenko skate before retiring?,21,figure skating,735
1136,What year did Daria Timoshenko win a gold medal at the World Junior Championships?,1999,figure skating,735
1137,What discipline has Gorshkova excelled at the most?,Ice dancing,figure skating,743
1138,At what age did Gorshkova begin skating?,4,figure skating,743
1139,How many total medals did Gorshkova win?,3,figure skating,743
1140,How many years after winning a bronze medal at the World Junior Championships did Gorshkova achieve a personal best score in compulsory dance?,2,figure skating,743
1141,How many gold medals did Gorshkova have when she won her second bronze medal?,0,figure skating,743
1142,How many years after Gorshkova began skating did she win her first medal?,14,figure skating,743
1143,How many gold medals did Gorshkova win after the age of 20?,1,figure skating,743
1144,How old was Kristina Gorshkova when she began skating?,4,figure skating,743
1145,In how many months will Gorshkova turn 34?,2,figure skating,743
1146,How old was Gorshkova when she won a gold medal?,22,figure skating,743
1147,How many years after Kristina Gorshkova began skating did she win her first medal at the Junior Grand Prix Final?,14,figure skating,743
1148,What year did Kristina Gorshkova win a gold medal at the Winter Universiade?,2011,figure skating,743
1149,At what age did Max Aaron begin skating?,4,figure skating,747
1150,How many gold medals did Max Aaron's team win at the 2015 World Team Trophy?,1,figure skating,747
1151,What was the highest ranking that Max Aaron attained in his skating career during 2014?,11,figure skating,747
1152,How many gold medals did Aaron win before the age of 22?,1,figure skating,747
1153,What was Aaron's best world standing between 2011 and 2016?,11,figure skating,747
1154,On what date did Aaron turn 30?,"February 25, 2022",figure skating,747
1155,What was Aaron's world standing ranking in the year he first won a gold medal in Tokyo?,14,figure skating,747
1156,How old was Aaron when he first began skating?,4,figure skating,747
1157,How many years after achieving a personal best score in the short program did Aaron retire?,3,figure skating,747
1158,How old was Max Aaron when he began skating?,4,figure skating,747
1159,How many years had Max Aaron been skating before he retired in 2018?,22,figure skating,747
1160,How many months ago did Max Aaron retire?,56,figure skating,747
1161,What were the first and last years Shabalin won a medal?,"2000, 2010",figure skating,748
1162,How many silver medals did Shabalin have when he won his first medal at the Olympics?,4,figure skating,748
